observation_noise,prior_precision,metacognitive_access,delta_complexity,delta_accuracy,delta_free_energy,boundary_entropy_nats,separation_index,post_dual_advantage,prunes_prior
0.35,0.5,0.625,-0.46125,-0.07968750000000002,-0.39118749999999997,0.6474466390346325,0.046875,0.39118749999999997,True
0.35,0.5,0.75,-0.48000000000000004,-0.05312499999999998,-0.44262500000000005,0.6474466390346325,0.03125,0.44262500000000005,True
0.35,0.5,0.875,-0.49875,-0.026562500000000044,-0.49406249999999996,0.6474466390346325,0.015625,0.49406249999999996,True
0.35,0.5,1.0,-0.5175000000000001,0.0,-0.5455,0.6474466390346325,0.0,0.5455,True
0.35,1.0,0.0,-0.8674999999999999,-0.21250000000000002,-0.6339999999999999,0.6474466390346325,0.25,0.6339999999999999,True
0.35,1.0,0.125,-0.88625,-0.18593749999999998,-0.6854375,0.6474466390346325,0.21875,0.6854375,True
0.35,1.0,0.25,-0.9049999999999999,-0.15937500000000004,-0.736875,0.6474466390346325,0.1875,0.736875,True
0.35,1.0,0.375,-0.9237499999999998,-0.1328125,-0.7883125,0.6474466390346325,0.15625,0.7883125,True
0.35,1.0,0.5,-0.9424999999999999,-0.10625000000000007,-0.8397499999999999,0.6474466390346325,0.125,0.8397499999999999,True
0.35,1.0,0.625,-0.9612499999999999,-0.07968750000000002,-0.8911874999999999,0.6474466390346325,0.09375,0.8911874999999999,True
0.35,1.0,0.75,-0.98,-0.05312499999999998,-0.942625,0.6474466390346325,0.0625,0.942625,True
0.35,1.0,0.875,-0.9987499999999999,-0.026562500000000044,-0.9940624999999998,0.6474466390346325,0.03125,0.9940624999999998,True
0.35,1.0,1.0,-1.0174999999999998,0.0,-1.0454999999999999,0.6474466390346325,0.0,1.0454999999999999,True
0.35,2.0,0.0,-1.8675000000000002,-0.21250000000000002,-1.6340000000000003,0.6474466390346325,0.5,1.6340000000000003,True
0.35,2.0,0.125,-1.8862500000000002,-0.18593749999999998,-1.6854375000000001,0.6474466390346325,0.4375,1.6854375000000001,True
0.35,2.0,0.25,-1.9050000000000002,-0.15937500000000004,-1.7368750000000002,0.6474466390346325,0.375,1.7368750000000002,True
0.35,2.0,0.375,-1.92375,-0.1328125,-1.7883125000000002,0.6474466390346325,0.3125,1.7883125000000002,True
0.35,2.0,0.5,-1.9425000000000001,-0.10625000000000007,-1.8397500000000002,0.6474466390346325,0.25,1.8397500000000002,True
0.35,2.0,0.625,-1.9612500000000002,-0.07968750000000002,-1.8911875,0.6474466390346325,0.1875,1.8911875,True
0.35,2.0,0.75,-1.9800000000000002,-0.05312499999999998,-1.9426250000000003,0.6474466390346325,0.125,1.9426250000000003,True
0.35,2.0,0.875,-1.9987500000000002,-0.026562500000000044,-1.9940625,0.6474466390346325,0.0625,1.9940625,True
0.35,2.0,1.0,-2.0175,0.0,-2.0455,0.6474466390346325,0.0,2.0455,True
0.35,4.0,0.0,-3.8675,-0.21250000000000002,-3.6340000000000003,0.6474466390346325,1.0,3.6340000000000003,True
0.35,4.0,0.125,-3.88625,-0.18593749999999998,-3.6854375000000004,0.6474466390346325,0.875,3.6854375000000004,True
0.35,4.0,0.25,-3.9050000000000002,-0.15937500000000004,-3.7368750000000004,0.6474466390346325,0.75,3.7368750000000004,True
0.35,4.0,0.375,-3.92375,-0.1328125,-3.7883125,0.6474466390346325,0.625,3.7883125,True
0.35,4.0,0.5,-3.9425,-0.10625000000000007,-3.8397500000000004,0.6474466390346325,0.5,3.8397500000000004,True
0.35,4.0,0.625,-3.96125,-0.07968750000000002,-3.8911875,0.6474466390346325,0.375,3.8911875,True
0.35,4.0,0.75,-3.98,-0.05312499999999998,-3.9426250000000005,0.6474466390346325,0.25,3.9426250000000005,True
0.35,4.0,0.875,-3.9987500000000002,-0.026562500000000044,-3.9940625,0.6474466390346325,0.125,3.9940625,True
0.35,4.0,1.0,-4.0175,0.0,-4.0455000000000005,0.6474466390346325,0.0,4.0455000000000005,True
0.4,0.2,0.0,-0.06999999999999995,-0.2,0.15400000000000008,0.6730116670092565,0.05,0.0,False
0.4,0.2,0.125,-0.08875,-0.17499999999999993,0.10324999999999995,0.6730116670092565,0.043750000000000004,0.0,False
0.4,0.2,0.25,-0.10749999999999998,-0.15000000000000002,0.05250000000000006,0.6730116670092565,0.037500000000000006,0.0,False
0.4,0.2,0.375,-0.12624999999999997,-0.125,0.0017500000000000293,0.6730116670092565,0.03125,0.0,False
0.4,0.2,0.5,-0.14499999999999996,-0.09999999999999998,-0.04899999999999999,0.6730116670092565,0.025,0.04899999999999999,True
0.4,0.2,0.625,-0.16374999999999995,-0.07499999999999996,-0.09974999999999995,0.6730116670092565,0.018750000000000003,0.09974999999999995,True
0.4,0.2,0.75,-0.1825,-0.050000000000000044,-0.1504999999999999,0.6730116670092565,0.0125,0.1504999999999999,True
0.4,0.2,0.875,-0.20124999999999998,-0.02499999999999991,-0.20125000000000004,0.6730116670092565,0.00625,0.20125000000000004,True
0.4,0.2,1.0,-0.21999999999999997,0.0,-0.25199999999999995,0.6730116670092565,0.0,0.25199999999999995,True
0.4,0.5,0.0,-0.37,-0.2,-0.14599999999999996,0.6730116670092565,0.125,0.14599999999999996,True
0.4,0.5,0.125,-0.38875000000000004,-0.17499999999999993,-0.1967500000000001,0.6730116670092565,0.109375,0.1967500000000001,True
0.4,0.5,0.25,-0.40750000000000003,-0.15000000000000002,-0.2475,0.6730116670092565,0.09375,0.2475,True
0.4,0.5,0.375,-0.42625,-0.125,-0.29825,0.6730116670092565,0.078125,0.29825,True
0.4,0.5,0.5,-0.445,-0.09999999999999998,-0.34900000000000003,0.6730116670092565,0.0625,0.34900000000000003,True
0.4,0.5,0.625,-0.46375,-0.07499999999999996,-0.39975,0.6730116670092565,0.046875,0.39975,True
0.4,0.5,0.75,-0.48250000000000004,-0.050000000000000044,-0.45049999999999996,0.6730116670092565,0.03125,0.45049999999999996,True
0.4,0.5,0.875,-0.50125,-0.02499999999999991,-0.5012500000000001,0.6730116670092565,0.015625,0.5012500000000001,True
0.4,0.5,1.0,-0.52,0.0,-0.552,0.6730116670092565,0.0,0.552,True
0.4,1.0,0.0,-0.87,-0.2,-0.646,0.6730116670092565,0.25,0.646,True
0.4,1.0,0.125,-0.88875,-0.17499999999999993,-0.6967500000000002,0.6730116670092565,0.21875,0.6967500000000002,True
0.4,1.0,0.25,-0.9075,-0.15000000000000002,-0.7475,0.6730116670092565,0.1875,0.7475,True
0.4,1.0,0.375,-0.92625,-0.125,-0.7982500000000001,0.6730116670092565,0.15625,0.7982500000000001,True
0.4,1.0,0.5,-0.9450000000000001,-0.09999999999999998,-0.8490000000000001,0.6730116670092565,0.125,0.8490000000000001,True
0.4,1.0,0.625,-0.96375,-0.07499999999999996,-0.89975,0.6730116670092565,0.09375,0.89975,True
0.4,1.0,0.75,-0.9825,-0.050000000000000044,-0.9505,0.6730116670092565,0.0625,0.9505,True
0.4,1.0,0.875,-1.00125,-0.02499999999999991,-1.0012500000000002,0.6730116670092565,0.03125,1.0012500000000002,True
0.4,1.0,1.0,-1.02,0.0,-1.052,0.6730116670092565,0.0,1.052,True
0.4,2.0,0.0,-1.87,-0.2,-1.6460000000000001,0.6730116670092565,0.5,1.6460000000000001,True
0.4,2.0,0.125,-1.88875,-0.17499999999999993,-1.69675,0.6730116670092565,0.4375,1.69675,True
0.4,2.0,0.25,-1.9075,-0.15000000000000002,-1.7475,0.6730116670092565,0.375,1.7475,True
0.4,2.0,0.375,-1.92625,-0.125,-1.7982500000000001,0.6730116670092565,0.3125,1.7982500000000001,True
0.4,2.0,0.5,-1.945,-0.09999999999999998,-1.8490000000000002,0.6730116670092565,0.25,1.8490000000000002,True
0.4,2.0,0.625,-1.96375,-0.07499999999999996,-1.89975,0.6730116670092565,0.1875,1.89975,True
0.4,2.0,0.75,-1.9825,-0.050000000000000044,-1.9505,0.6730116670092565,0.125,1.9505,True
0.4,2.0,0.875,-2.00125,-0.02499999999999991,-2.00125,0.6730116670092565,0.0625,2.00125,True
0.4,2.0,1.0,-2.02,0.0,-2.052,0.6730116670092565,0.0,2.052,True
0.4,4.0,0.0,-3.87,-0.2,-3.646,0.6730116670092565,1.0,3.646,True
0.4,4.0,0.125,-3.88875,-0.17499999999999993,-3.69675,0.6730116670092565,0.875,3.69675,True
0.4,4.0,0.25,-3.9075,-0.15000000000000002,-3.7475,0.6730116670092565,0.75,3.7475,True
0.4,4.0,0.375,-3.92625,-0.125,-3.79825,0.6730116670092565,0.625,3.79825,True
0.4,4.0,0.5,-3.945,-0.09999999999999998,-3.8489999999999998,0.6730116670092565,0.5,3.8489999999999998,True
0.4,4.0,0.625,-3.96375,-0.07499999999999996,-3.89975,0.6730116670092565,0.375,3.89975,True
0.4,4.0,0.75,-3.9825,-0.050000000000000044,-3.9505000000000003,0.6730116670092565,0.25,3.9505000000000003,True
0.4,4.0,0.875,-4.00125,-0.02499999999999991,-4.00125,0.6730116670092565,0.125,4.00125,True
0.4,4.0,1.0,-4.02,0.0,-4.052,0.6730116670092565,0.0,4.052,True
