observation_noise,prior_precision,metacognitive_access,delta_complexity,delta_accuracy,delta_free_energy,boundary_entropy_nats,separation_index,post_dual_advantage,prunes_prior
0.05,1.0,0.875,-0.9837499999999999,-0.03593750000000007,-0.9509374999999999,0.1985152433458726,0.03125,0.9509374999999999,True
0.05,1.0,1.0,-1.0025,0.0,-1.0065,0.1985152433458726,0.0,1.0065,True
0.05,2.0,0.0,-1.8524999999999998,-0.2875,-1.5619999999999998,0.1985152433458726,0.5,1.5619999999999998,True
0.05,2.0,0.125,-1.8712499999999999,-0.2515625,-1.6175625,0.1985152433458726,0.4375,1.6175625,True
0.05,2.0,0.25,-1.89,-0.21562499999999996,-1.6731250000000002,0.1985152433458726,0.375,1.6731250000000002,True
0.05,2.0,0.375,-1.90875,-0.1796875,-1.7286875,0.1985152433458726,0.3125,1.7286875,True
0.05,2.0,0.5,-1.9274999999999998,-0.14374999999999993,-1.78425,0.1985152433458726,0.25,1.78425,True
0.05,2.0,0.625,-1.9462499999999998,-0.10781249999999998,-1.8398124999999999,0.1985152433458726,0.1875,1.8398124999999999,True
0.05,2.0,0.75,-1.9649999999999999,-0.07187500000000002,-1.8953749999999998,0.1985152433458726,0.125,1.8953749999999998,True
0.05,2.0,0.875,-1.98375,-0.03593750000000007,-1.9509375,0.1985152433458726,0.0625,1.9509375,True
0.05,2.0,1.0,-2.0025,0.0,-2.0065,0.1985152433458726,0.0,2.0065,True
0.05,4.0,0.0,-3.8525,-0.2875,-3.562,0.1985152433458726,1.0,3.562,True
0.05,4.0,0.125,-3.87125,-0.2515625,-3.6175624999999996,0.1985152433458726,0.875,3.6175624999999996,True
0.05,4.0,0.25,-3.8899999999999997,-0.21562499999999996,-3.673125,0.1985152433458726,0.75,3.673125,True
0.05,4.0,0.375,-3.90875,-0.1796875,-3.7286875,0.1985152433458726,0.625,3.7286875,True
0.05,4.0,0.5,-3.9274999999999998,-0.14374999999999993,-3.7842499999999997,0.1985152433458726,0.5,3.7842499999999997,True
0.05,4.0,0.625,-3.94625,-0.10781249999999998,-3.8398125,0.1985152433458726,0.375,3.8398125,True
0.05,4.0,0.75,-3.965,-0.07187500000000002,-3.8953749999999996,0.1985152433458726,0.25,3.8953749999999996,True
0.05,4.0,0.875,-3.9837499999999997,-0.03593750000000007,-3.9509375,0.1985152433458726,0.125,3.9509375,True
0.05,4.0,1.0,-4.0024999999999995,0.0,-4.0065,0.1985152433458726,0.0,4.0065,True
0.1,0.2,0.0,-0.05499999999999999,-0.275,0.226,0.3250829733914482,0.05,0.0,False
0.1,0.2,0.125,-0.07375000000000004,-0.2406250000000001,0.17112500000000003,0.3250829733914482,0.043750000000000004,0.0,False
0.1,0.2,0.25,-0.09250000000000003,-0.20625000000000004,0.11624999999999999,0.3250829733914482,0.037500000000000006,0.0,False
0.1,0.2,0.375,-0.11125000000000002,-0.1718750000000001,0.06137500000000007,0.3250829733914482,0.03125,0.0,False
0.1,0.2,0.5,-0.13,-0.13749999999999996,0.00649999999999995,0.3250829733914482,0.025,0.0,False
0.1,0.2,0.625,-0.14875,-0.10312499999999991,-0.04837500000000011,0.3250829733914482,0.018750000000000003,0.04837500000000011,True
0.1,0.2,0.75,-0.16750000000000004,-0.06874999999999998,-0.10325000000000006,0.3250829733914482,0.0125,0.10325000000000006,True
0.1,0.2,0.875,-0.18625000000000003,-0.03437499999999993,-0.15812500000000002,0.3250829733914482,0.00625,0.15812500000000002,True
0.1,0.2,1.0,-0.20500000000000002,0.0,-0.21300000000000002,0.3250829733914482,0.0,0.21300000000000002,True
0.1,0.5,0.0,-0.355,-0.275,-0.07399999999999995,0.3250829733914482,0.125,0.07399999999999995,True
0.1,0.5,0.125,-0.37375,-0.2406250000000001,-0.12887499999999993,0.3250829733914482,0.109375,0.12887499999999993,True
0.1,0.5,0.25,-0.3925,-0.20625000000000004,-0.18374999999999997,0.3250829733914482,0.09375,0.18374999999999997,True
0.1,0.5,0.375,-0.41125,-0.1718750000000001,-0.2386249999999999,0.3250829733914482,0.078125,0.2386249999999999,True
0.1,0.5,0.5,-0.43,-0.13749999999999996,-0.2935,0.3250829733914482,0.0625,0.2935,True
0.1,0.5,0.625,-0.44875,-0.10312499999999991,-0.3483750000000001,0.3250829733914482,0.046875,0.3483750000000001,True
0.1,0.5,0.75,-0.4675,-0.06874999999999998,-0.40325,0.3250829733914482,0.03125,0.40325,True
0.1,0.5,0.875,-0.48625,-0.03437499999999993,-0.458125,0.3250829733914482,0.015625,0.458125,True
0.1,0.5,1.0,-0.505,0.0,-0.513,0.3250829733914482,0.0,0.513,True
0.1,1.0,0.0,-0.855,-0.275,-0.574,0.3250829733914482,0.25,0.574,True
0.1,1.0,0.125,-0.87375,-0.2406250000000001,-0.628875,0.3250829733914482,0.21875,0.628875,True
0.1,1.0,0.25,-0.8925000000000001,-0.20625000000000004,-0.68375,0.3250829733914482,0.1875,0.68375,True
0.1,1.0,0.375,-0.91125,-0.1718750000000001,-0.7386249999999999,0.3250829733914482,0.15625,0.7386249999999999,True
0.1,1.0,0.5,-0.9299999999999999,-0.13749999999999996,-0.7935000000000001,0.3250829733914482,0.125,0.7935000000000001,True
0.1,1.0,0.625,-0.94875,-0.10312499999999991,-0.8483750000000001,0.3250829733914482,0.09375,0.8483750000000001,True
0.1,1.0,0.75,-0.9675,-0.06874999999999998,-0.9032500000000001,0.3250829733914482,0.0625,0.9032500000000001,True
0.1,1.0,0.875,-0.9862500000000001,-0.03437499999999993,-0.958125,0.3250829733914482,0.03125,0.958125,True
0.1,1.0,1.0,-1.005,0.0,-1.013,0.3250829733914482,0.0,1.013,True
0.1,2.0,0.0,-1.8549999999999998,-0.275,-1.5739999999999998,0.3250829733914482,0.5,1.5739999999999998,True
0.1,2.0,0.125,-1.8737499999999998,-0.2406250000000001,-1.6288749999999999,0.3250829733914482,0.4375,1.6288749999999999,True
0.1,2.0,0.25,-1.8924999999999998,-0.20625000000000004,-1.6837499999999999,0.3250829733914482,0.375,1.6837499999999999,True
0.1,2.0,0.375,-1.91125,-0.1718750000000001,-1.7386249999999996,0.3250829733914482,0.3125,1.7386249999999996,True
0.1,2.0,0.5,-1.9299999999999997,-0.13749999999999996,-1.7934999999999999,0.3250829733914482,0.25,1.7934999999999999,True
0.1,2.0,0.625,-1.9487499999999998,-0.10312499999999991,-1.8483749999999999,0.3250829733914482,0.1875,1.8483749999999999,True
0.1,2.0,0.75,-1.9674999999999998,-0.06874999999999998,-1.9032499999999997,0.3250829733914482,0.125,1.9032499999999997,True
0.1,2.0,0.875,-1.9862499999999998,-0.03437499999999993,-1.958125,0.3250829733914482,0.0625,1.958125,True
0.1,2.0,1.0,-2.005,0.0,-2.013,0.3250829733914482,0.0,2.013,True
0.1,4.0,0.0,-3.8549999999999995,-0.275,-3.574,0.3250829733914482,1.0,3.574,True
0.1,4.0,0.125,-3.87375,-0.2406250000000001,-3.6288749999999994,0.3250829733914482,0.875,3.6288749999999994,True
0.1,4.0,0.25,-3.8924999999999996,-0.20625000000000004,-3.68375,0.3250829733914482,0.75,3.68375,True
0.1,4.0,0.375,-3.91125,-0.1718750000000001,-3.738625,0.3250829733914482,0.625,3.738625,True
0.1,4.0,0.5,-3.9299999999999997,-0.13749999999999996,-3.7935,0.3250829733914482,0.5,3.7935,True
0.1,4.0,0.625,-3.9487499999999995,-0.10312499999999991,-3.848375,0.3250829733914482,0.375,3.848375,True
0.1,4.0,0.75,-3.9675,-0.06874999999999998,-3.90325,0.3250829733914482,0.25,3.90325,True
0.1,4.0,0.875,-3.9862499999999996,-0.03437499999999993,-3.958125,0.3250829733914482,0.125,3.958125,True
0.1,4.0,1.0,-4.005,0.0,-4.013,0.3250829733914482,0.0,4.013,True
0.2,0.2,0.0,-0.06,-0.25,0.202,0.5004024235381879,0.05,0.0,False
0.2,0.2,0.125,-0.07875000000000004,-0.21875,0.1485,0.5004024235381879,0.043750000000000004,0.0,False
0.2,0.2,0.25,-0.09750000000000003,-0.1875,0.095,0.5004024235381879,0.037500000000000006,0.0,False
0.2,0.2,0.375,-0.11625000000000002,-0.15625,0.04150000000000001,0.5004024235381879,0.03125,0.0,False
0.2,0.2,0.5,-0.135,-0.125,-0.01200000000000001,0.5004024235381879,0.025,0.01200000000000001,True
0.2,0.2,0.625,-0.15375,-0.09375,-0.06549999999999995,0.5004024235381879,0.018750000000000003,0.06549999999999995,True
0.2,0.2,0.75,-0.17250000000000004,-0.0625,-0.119,0.5004024235381879,0.0125,0.119,True
0.2,0.2,0.875,-0.19125000000000003,-0.03125,-0.1725,0.5004024235381879,0.00625,0.1725,True
0.2,0.2,1.0,-0.21000000000000002,0.0,-0.22599999999999998,0.5004024235381879,0.0,0.22599999999999998,True
0.2,0.5,0.0,-0.36,-0.25,-0.09799999999999999,0.5004024235381879,0.125,0.09799999999999999,True
0.2,0.5,0.125,-0.37875000000000003,-0.21875,-0.15150000000000002,0.5004024235381879,0.109375,0.15150000000000002,True
0.2,0.5,0.25,-0.3975,-0.1875,-0.20500000000000002,0.5004024235381879,0.09375,0.20500000000000002,True
0.2,0.5,0.375,-0.41625,-0.15625,-0.2585,0.5004024235381879,0.078125,0.2585,True
0.2,0.5,0.5,-0.435,-0.125,-0.31200000000000006,0.5004024235381879,0.0625,0.31200000000000006,True
0.2,0.5,0.625,-0.45375,-0.09375,-0.36549999999999994,0.5004024235381879,0.046875,0.36549999999999994,True
0.2,0.5,0.75,-0.47250000000000003,-0.0625,-0.41900000000000004,0.5004024235381879,0.03125,0.41900000000000004,True
0.2,0.5,0.875,-0.49125,-0.03125,-0.47250000000000003,0.5004024235381879,0.015625,0.47250000000000003,True
0.2,0.5,1.0,-0.51,0.0,-0.526,0.5004024235381879,0.0,0.526,True
0.2,1.0,0.0,-0.86,-0.25,-0.598,0.5004024235381879,0.25,0.598,True
0.2,1.0,0.125,-0.87875,-0.21875,-0.6515000000000001,0.5004024235381879,0.21875,0.6515000000000001,True
0.2,1.0,0.25,-0.8975,-0.1875,-0.7050000000000001,0.5004024235381879,0.1875,0.7050000000000001,True
0.2,1.0,0.375,-0.91625,-0.15625,-0.7585000000000001,0.5004024235381879,0.15625,0.7585000000000001,True
0.2,1.0,0.5,-0.935,-0.125,-0.812,0.5004024235381879,0.125,0.812,True
0.2,1.0,0.625,-0.95375,-0.09375,-0.8654999999999999,0.5004024235381879,0.09375,0.8654999999999999,True
0.2,1.0,0.75,-0.9725,-0.0625,-0.919,0.5004024235381879,0.0625,0.919,True
0.2,1.0,0.875,-0.99125,-0.03125,-0.9725,0.5004024235381879,0.03125,0.9725,True
0.2,1.0,1.0,-1.01,0.0,-1.026,0.5004024235381879,0.0,1.026,True
0.2,2.0,0.0,-1.8599999999999999,-0.25,-1.598,0.5004024235381879,0.5,1.598,True
0.2,2.0,0.125,-1.8787500000000001,-0.21875,-1.6515,0.5004024235381879,0.4375,1.6515,True
0.2,2.0,0.25,-1.8975,-0.1875,-1.705,0.5004024235381879,0.375,1.705,True
0.2,2.0,0.375,-1.91625,-0.15625,-1.7585,0.5004024235381879,0.3125,1.7585,True
0.2,2.0,0.5,-1.935,-0.125,-1.8119999999999998,0.5004024235381879,0.25,1.8119999999999998,True
0.2,2.0,0.625,-1.9537499999999999,-0.09375,-1.8655,0.5004024235381879,0.1875,1.8655,True
0.2,2.0,0.75,-1.9725000000000001,-0.0625,-1.919,0.5004024235381879,0.125,1.919,True
0.2,2.0,0.875,-1.99125,-0.03125,-1.9725000000000001,0.5004024235381879,0.0625,1.9725000000000001,True
0.2,2.0,1.0,-2.01,0.0,-2.0260000000000002,0.5004024235381879,0.0,2.0260000000000002,True
0.2,4.0,0.0,-3.8599999999999994,-0.25,-3.5979999999999994,0.5004024235381879,1.0,3.5979999999999994,True
0.2,4.0,0.125,-3.8787499999999997,-0.21875,-3.6514999999999995,0.5004024235381879,0.875,3.6514999999999995,True
0.2,4.0,0.25,-3.8974999999999995,-0.1875,-3.704999999999999,0.5004024235381879,0.75,3.704999999999999,True
0.2,4.0,0.375,-3.91625,-0.15625,-3.7584999999999993,0.5004024235381879,0.625,3.7584999999999993,True
0.2,4.0,0.5,-3.9349999999999996,-0.125,-3.8119999999999994,0.5004024235381879,0.5,3.8119999999999994,True
0.2,4.0,0.625,-3.9537499999999994,-0.09375,-3.8654999999999995,0.5004024235381879,0.375,3.8654999999999995,True
0.2,4.0,0.75,-3.9724999999999997,-0.0625,-3.9189999999999996,0.5004024235381879,0.25,3.9189999999999996,True
0.2,4.0,0.875,-3.9912499999999995,-0.03125,-3.9724999999999997,0.5004024235381879,0.125,3.9724999999999997,True
0.2,4.0,1.0,-4.01,0.0,-4.026,0.5004024235381879,0.0,4.026,True
0.25,0.2,0.0,-0.0625,-0.2375,0.19,0.5623351446188083,0.05,0.0,False
0.25,0.2,0.125,-0.08125000000000004,-0.20781250000000007,0.13718750000000002,0.5623351446188083,0.043750000000000004,0.0,False
0.25,0.2,0.25,-0.10000000000000003,-0.17812499999999998,0.08437499999999995,0.5623351446188083,0.037500000000000006,0.0,False
0.25,0.2,0.375,-0.11875000000000002,-0.1484375,0.03156249999999999,0.5623351446188083,0.03125,0.0,False
0.25,0.2,0.5,-0.1375,-0.11874999999999991,-0.021250000000000102,0.5623351446188083,0.025,0.021250000000000102,True
0.25,0.2,0.625,-0.15625,-0.08906249999999993,-0.07406250000000003,0.5623351446188083,0.018750000000000003,0.07406250000000003,True
0.25,0.2,0.75,-0.17500000000000004,-0.05937500000000007,-0.12687499999999996,0.5623351446188083,0.0125,0.12687499999999996,True
0.25,0.2,0.875,-0.19375000000000003,-0.029687499999999978,-0.1796875,0.5623351446188083,0.00625,0.1796875,True
0.25,0.2,1.0,-0.21250000000000002,0.0,-0.23250000000000004,0.5623351446188083,0.0,0.23250000000000004,True
0.25,0.5,0.0,-0.3625,-0.2375,-0.11,0.5623351446188083,0.125,0.11,True
0.25,0.5,0.125,-0.38125000000000003,-0.20781250000000007,-0.16281249999999997,0.5623351446188083,0.109375,0.16281249999999997,True
0.25,0.5,0.25,-0.4,-0.17812499999999998,-0.21562500000000004,0.5623351446188083,0.09375,0.21562500000000004,True
0.25,0.5,0.375,-0.41875,-0.1484375,-0.2684375,0.5623351446188083,0.078125,0.2684375,True
0.25,0.5,0.5,-0.4375,-0.11874999999999991,-0.3212500000000001,0.5623351446188083,0.0625,0.3212500000000001,True
0.25,0.5,0.625,-0.45625,-0.08906249999999993,-0.3740625,0.5623351446188083,0.046875,0.3740625,True
0.25,0.5,0.75,-0.47500000000000003,-0.05937500000000007,-0.42687499999999995,0.5623351446188083,0.03125,0.42687499999999995,True
0.25,0.5,0.875,-0.49375,-0.029687499999999978,-0.4796875,0.5623351446188083,0.015625,0.4796875,True
0.25,0.5,1.0,-0.5125,0.0,-0.5325000000000001,0.5623351446188083,0.0,0.5325000000000001,True
0.25,1.0,0.0,-0.8624999999999998,-0.2375,-0.6099999999999999,0.5623351446188083,0.25,0.6099999999999999,True
0.25,1.0,0.125,-0.8812499999999999,-0.20781250000000007,-0.6628124999999999,0.5623351446188083,0.21875,0.6628124999999999,True
0.25,1.0,0.25,-0.8999999999999999,-0.17812499999999998,-0.715625,0.5623351446188083,0.1875,0.715625,True
0.25,1.0,0.375,-0.91875,-0.1484375,-0.7684374999999999,0.5623351446188083,0.15625,0.7684374999999999,True
0.25,1.0,0.5,-0.9374999999999999,-0.11874999999999991,-0.82125,0.5623351446188083,0.125,0.82125,True
0.25,1.0,0.625,-0.9562499999999998,-0.08906249999999993,-0.8740625,0.5623351446188083,0.09375,0.8740625,True
0.25,1.0,0.75,-0.9749999999999999,-0.05937500000000007,-0.9268749999999999,0.5623351446188083,0.0625,0.9268749999999999,True
0.25,1.0,0.875,-0.9937499999999999,-0.029687499999999978,-0.9796874999999998,0.5623351446188083,0.03125,0.9796874999999998,True
0.25,1.0,1.0,-1.0125,0.0,-1.0325,0.5623351446188083,0.0,1.0325,True
0.25,2.0,0.0,-1.8624999999999998,-0.2375,-1.6099999999999999,0.5623351446188083,0.5,1.6099999999999999,True
0.25,2.0,0.125,-1.8812499999999999,-0.20781250000000007,-1.6628124999999998,0.5623351446188083,0.4375,1.6628124999999998,True
0.25,2.0,0.25,-1.9,-0.17812499999999998,-1.715625,0.5623351446188083,0.375,1.715625,True
0.25,2.0,0.375,-1.91875,-0.1484375,-1.7684374999999999,0.5623351446188083,0.3125,1.7684374999999999,True
0.25,2.0,0.5,-1.9375,-0.11874999999999991,-1.82125,0.5623351446188083,0.25,1.82125,True
0.25,2.0,0.625,-1.9562499999999998,-0.08906249999999993,-1.8740625,0.5623351446188083,0.1875,1.8740625,True
0.25,2.0,0.75,-1.9749999999999999,-0.05937500000000007,-1.926875,0.5623351446188083,0.125,1.926875,True
0.25,2.0,0.875,-1.99375,-0.029687499999999978,-1.9796874999999998,0.5623351446188083,0.0625,1.9796874999999998,True
0.25,2.0,1.0,-2.0124999999999997,0.0,-2.0324999999999998,0.5623351446188083,0.0,2.0324999999999998,True
0.25,4.0,0.0,-3.8625000000000003,-0.2375,-3.6100000000000003,0.5623351446188083,1.0,3.6100000000000003,True
0.25,4.0,0.125,-3.8812500000000005,-0.20781250000000007,-3.6628125000000002,0.5623351446188083,0.875,3.6628125000000002,True
0.25,4.0,0.25,-3.9000000000000004,-0.17812499999999998,-3.715625,0.5623351446188083,0.75,3.715625,True
0.25,4.0,0.375,-3.91875,-0.1484375,-3.7684375000000006,0.5623351446188083,0.625,3.7684375000000006,True
0.25,4.0,0.5,-3.9375000000000004,-0.11874999999999991,-3.8212500000000005,0.5623351446188083,0.5,3.8212500000000005,True
0.25,4.0,0.625,-3.9562500000000003,-0.08906249999999993,-3.8740625000000004,0.5623351446188083,0.375,3.8740625000000004,True
0.25,4.0,0.75,-3.9750000000000005,-0.05937500000000007,-3.9268750000000003,0.5623351446188083,0.25,3.9268750000000003,True
0.25,4.0,0.875,-3.9937500000000004,-0.029687499999999978,-3.9796875000000003,0.5623351446188083,0.125,3.9796875000000003,True
0.25,4.0,1.0,-4.0125,0.0,-4.032500000000001,0.5623351446188083,0.0,4.032500000000001,True
0.35,0.2,0.0,-0.06749999999999995,-0.21250000000000002,0.1660000000000001,0.6474466390346325,0.05,0.0,False
0.35,0.2,0.125,-0.08625,-0.18593749999999998,0.1145625,0.6474466390346325,0.043750000000000004,0.0,False
0.35,0.2,0.25,-0.10499999999999998,-0.15937500000000004,0.06312500000000008,0.6474466390346325,0.037500000000000006,0.0,False
0.35,0.2,0.375,-0.12374999999999997,-0.1328125,0.011687500000000045,0.6474466390346325,0.03125,0.0,False
0.35,0.2,0.5,-0.14249999999999996,-0.10625000000000007,-0.039749999999999897,0.6474466390346325,0.025,0.039749999999999897,True
0.35,0.2,0.625,-0.16124999999999995,-0.07968750000000002,-0.09118749999999992,0.6474466390346325,0.018750000000000003,0.09118749999999992,True
0.35,0.2,0.75,-0.18,-0.05312499999999998,-0.142625,0.6474466390346325,0.0125,0.142625,True
0.35,0.2,0.875,-0.19874999999999998,-0.026562500000000044,-0.19406249999999992,0.6474466390346325,0.00625,0.19406249999999992,True
0.35,0.2,1.0,-0.21749999999999997,0.0,-0.24549999999999988,0.6474466390346325,0.0,0.24549999999999988,True
0.35,0.5,0.0,-0.3675,-0.21250000000000002,-0.13399999999999995,0.6474466390346325,0.125,0.13399999999999995,True
0.35,0.5,0.125,-0.38625000000000004,-0.18593749999999998,-0.18543750000000003,0.6474466390346325,0.109375,0.18543750000000003,True
0.35,0.5,0.25,-0.405,-0.15937500000000004,-0.23687499999999997,0.6474466390346325,0.09375,0.23687499999999997,True
0.35,0.5,0.375,-0.42375,-0.1328125,-0.2883125,0.6474466390346325,0.078125,0.2883125,True
0.35,0.5,0.5,-0.4425,-0.10625000000000007,-0.33974999999999994,0.6474466390346325,0.0625,0.33974999999999994,True
